id,author_id,author,timestamp,text,followers
1.57487e+18,1.51277e+18,xiahaoGrace,2022-09-27T21:02:22.000Z,@elonmusk Comes with a beautiful pattern (beams) I really want to print it on my curtains.,4
1.57487e+18,16689557.0,RobinReno,2022-09-27T21:02:17.000Z,@elonmusk How beautiful.,945
1.57487e+18,1.39697e+18,leyladerse13,2022-09-27T21:02:07.000Z,Bunu gördünüz mü? Harika 🤩 @elonmusk @NASA https://t.co/oIZxEJLkeO,486
1.57487e+18,1.15152e+18,TeslaSynopsis,2022-09-27T21:02:07.000Z,@jtesla47 @WR4NYGov @RationalEtienne @wanda_hudson @drew95ca @j_grieshaber @giga_bull @elonmusk absolutely,993
1.57487e+18,231713408.0,rinatfar,2022-09-27T21:02:04.000Z,@28delayslater @elonmusk Charge at a workplace during the day using free solar :),139
1.57487e+18,557063269.0,RyanG1919,2022-09-27T21:01:52.000Z,@EvasTeslaSPlaid @elonmusk Find your local EMA and park the plaid inside the cat 5 resistant command center. \nIf you get any pushback tell ‘em it’s a power generator that’s safe to use indoors! #V2X #Tesla,332
1.57487e+18,1.15152e+18,TeslaSynopsis,2022-09-27T21:01:50.000Z,@TriggerElon @elonmusk @WholeMarsBlog Looks impressive and it is impressive but it is not AGI,993
1.57487e+18,3801081625.0,mis_dera,2022-09-27T21:01:48.000Z,@elonmusk #MahsaAmin,10
1.57487e+18,1.48609e+18,BobyNba,2022-09-27T21:01:39.000Z,@Assure_pro @GambitProtocol Don't miss this guy's \n\n@Joshua05089609 \n@Mambrickz \n@elonmusk,74
1.57487e+18,1.14177e+18,Just_Admus,2022-09-27T21:01:29.000Z,@Ishine_jay @DanielRegha @elonmusk @_screenshoter all,95
1.57487e+18,36901763.0,adrianaosantos,2022-09-27T21:01:21.000Z,@elonmusk Verdade! Ainda somos analógicos 🙂🙃🇧🇷,3249
1.57487e+18,1.5451e+18,talleux_franck,2022-09-27T21:01:20.000Z,"@MuskUniversity @elonmusk And the very first value , when it begins with life",6
1.57487e+18,1.15152e+18,TeslaSynopsis,2022-09-27T21:01:16.000Z,@BlackStyllion @WholeMarsBlog @Teslaconomics @imPenny2x @Scobleizer @elonmusk @UAW 👊🙌,993
1.57487e+18,1.15152e+18,TeslaSynopsis,2022-09-27T21:01:00.000Z,@BlackStyllion @WholeMarsBlog @Teslaconomics @imPenny2x @Scobleizer @elonmusk @UAW I love this take,993
1.57487e+18,9.79225e+17,tesletter,2022-09-27T21:01:00.000Z,"@StatsTeslaApp @elonmusk No, of I pause the music it stays paused next time",14893
1.57487e+18,496949253.0,tearsintherain1,2022-09-27T21:01:00.000Z,@TommyArikan @CCuntamed @DraganaMusk @musicphantom69 @PryZmRuleZZ @Raychii00420 @lionelclone @1st_Akkadian @forge_work @wacojenni @devine1jojo @pureheartnsoul @DavidLenartowi1 @krstnb80 @xdianalandx @SillE_llis @safferguru @alfasyawiranda @Sakalichi @DogeAccept @Elizabe21126498 @benjsequations @RENATUSInc5000 @JupitorAscendi1 @MedicineManWalk @cultureAwear @Eminem @elonmusk @occupymars42069 @SnoopDogg @jamielsimon @TeslaAiBotgirl @ING @Fact https://t.co/EFCo2XktCI,2903
1.57487e+18,1.39513e+18,frenszie,2022-09-27T21:00:57.000Z,"@AllThingsTSLA @elonmusk @teslaownersSV @EvaFoxU @DimaZeniuk @chicago_glenn @Tesla @TeslaMotorsCZ @29deIaysIater @DirtyTesLa Love, love it.",163
1.57487e+18,1.28117e+18,_G9_Official,2022-09-27T21:00:57.000Z,"@elonmusk Ohhh le crack, il a osé 🤯🤯",6
1.57487e+18,217554432.0,flmargarita,2022-09-27T21:00:55.000Z,"@elonmusk Que maravilloso espectáculo,sin dudarlo el universo es la creación más misteriosa y fascinante de Dios.",3532
1.57487e+18,1.34431e+18,alberts60star,2022-09-27T21:00:55.000Z,"@J333141 @csiscanada @rcmpgrcpolice @CanBorder @Safety_Canada @CanadianForces @Watch @Revelations @tick @333TH @natural @YouTube @Twitter @OPPCommissioner @JillDunlop1 @cbcfifth @wordpressdotcom @CalgaryPolice @CJAY92 @CanRevAgency @facebook @elonmusk @TwitterSupport @JustinTrudeau @HarveyCashore @Siksika_Nation @andrewcuomo @DrFullertonMPP @ReportGoldfish @RebelNewsOnline @LauraLynnTT @cityofcalgary @shepardout That's interesting eh Pensters @shepardout ? Was that the CSIS plouffe puppet blocking the new texts now or maybe your cia buddies? Not nice @rcmpgrcpolice isn't there a ""law"" for that shit? https://t.co/7hKdKLjqaD",0
1.57487e+18,1.53056e+18,musicphantom69,2022-09-27T21:00:43.000Z,@CCuntamed @DraganaMusk @PryZmRuleZZ @Raychii00420 @lionelclone @1st_Akkadian @tearsintherain1 @forge_work @wacojenni @TommyArikan @devine1jojo @pureheartnsoul @DavidLenartowi1 @krstnb80 @xdianalandx @SillE_llis @safferguru @alfasyawiranda @Sakalichi @DogeAccept @Elizabe21126498 @benjsequations @RENATUSInc5000 @JupitorAscendi1 @MedicineManWalk @cultureAwear @Eminem @elonmusk @occupymars42069 @SnoopDogg @jamielsimon @TeslaAiBotgirl @ING @Fact Always and all ways\nAt least 5⃣😉\n🔥🔥🔥🔥🔥,859
1.57487e+18,1.54882e+18,RolledAD6,2022-09-27T21:00:41.000Z,"@elonmusk You have to click the picture to unveil the secret hidden message. When it is hidden it is secret, the rest of everything is just normal God’s Converse+Station=cutest speech \nPronounication of Conversation! https://t.co/k5hwg6L4zN",3
1.57487e+18,260469044.0,itsamerican,2022-09-27T21:00:27.000Z,"This is *The Fig Tree Generation*, and that Time Clock Started ticking in 1948 when Israel became a Nation Again!!! The Longest time we have is One Hundred and  Twenty years from 1948!!! @elonmusk Satan comes First as the Antichrist and Then Christ Returns!!! #ThankGOD  #USA https://t.co/IfuvlyjJ9L",3556
1.57487e+18,1.47138e+18,Micah0785,2022-09-27T21:00:16.000Z,@DanielRegha @elonmusk Who's elon musk for him not to advise? Actually being wealthiest doesn't mean ur brilliant and you don't need idea nope musk need ideas too,1074
1.57487e+18,1.53609e+18,_SpaceSeX,2022-09-27T21:00:14.000Z,"@HappyJesse @wanda_hudson @YeshuaisSavior @RationalEtienne @drew95ca @j_grieshaber @giga_bull @WR4NYGov @elonmusk What if the attraction is intellectual? Would a union be possible in search of the preservation of humanity, and not just of the biological lineage itself? Sex is amazing, indispensable, but that’s not all. When the purposes meet... what can happen?",175
1.57487e+18,15493818.0,EFM008,2022-09-27T21:00:11.000Z,"@anthonypesec @washington_21 @elonmusk @chamath Elizabeth Homes is not good, obviously. Strange question.",8088
1.57487e+18,1.14713e+18,playboyreview,2022-09-27T21:00:03.000Z,"@elonmusk Magazine publishing seems to be growing, perhaps for more niche markets rather than mass production. That's why I'm producing a new magazine now.",207
1.57487e+18,1.51889e+18,CCuntamed,2022-09-27T21:00:02.000Z,@DraganaMusk @musicphantom69 @PryZmRuleZZ @Raychii00420 @lionelclone @1st_Akkadian @tearsintherain1 @forge_work @wacojenni @TommyArikan @devine1jojo @pureheartnsoul @DavidLenartowi1 @krstnb80 @xdianalandx @SillE_llis @safferguru @alfasyawiranda @Sakalichi @DogeAccept @Elizabe21126498 @benjsequations @RENATUSInc5000 @JupitorAscendi1 @MedicineManWalk @cultureAwear @Eminem @elonmusk @occupymars42069 @SnoopDogg @jamielsimon @TeslaAiBotgirl @ING @Fact You are worst,532
1.57487e+18,1.42335e+18,WvuDuke,2022-09-27T20:59:45.000Z,@corpuscollossus @VICE @elonmusk So Biden and Clinton are still outright racists.  Got it.,117
1.57487e+18,1.5686e+18,JohnfitzCbus,2022-09-27T20:59:30.000Z,I know he doesn't want to buy Twitter for $44B $TWTR does need a buyout. They're board and CEO are not fit to run Twitter. @elonmusk hands are full with other companies. I get it. It be nice to see the 2 parties to come up with a settlement buyout.\nhttps://t.co/IQ9Xwhf24Z,0
1.57487e+18,129314386.0,RobinEnochs,2022-09-27T20:59:29.000Z,@DrAseemMalhotra @DoctorTro @BrianLenzkes @AlexBerenson @DrJBhattacharya @zoeharcombe @FatEmperor @jordanbpeterson @rustyrockets @joerogan @elonmusk 🙌 this is how you conduct science - question-test-skepticism https://t.co/MTP4buFjox,17061
1.57487e+18,1.31431e+18,MalgorzataBarz3,2022-09-27T20:59:18.000Z,@EvaFoxU @elonmusk what is it like when dreams come true ...,28
1.57487e+18,1.57074e+18,___8008135____,2022-09-27T20:59:18.000Z,@DanielRegha @elonmusk Omg shut the fuck up you soy ass bitch.,1
1.57487e+18,1.35288e+18,vanshisbroke,2022-09-27T20:59:14.000Z,@Niranj30091992 @cb_doge @elonmusk Look a cube earther,24
1.57487e+18,1.02904e+18,Delilah71847825,2022-09-27T20:59:12.000Z,"@elonmusk A challenge. Pet pounds &amp; rescues are full to the ceiling. They are killing dogs all the time. Some are young, if they have any fear or medical issues they are euthanised. What dog wouldn't be scared if put in a strange situation, abandoned by your family! PLEASE use",921
1.57487e+18,1.51889e+18,CCuntamed,2022-09-27T20:59:10.000Z,@DraganaMusk @musicphantom69 @PryZmRuleZZ @Raychii00420 @lionelclone @1st_Akkadian @tearsintherain1 @forge_work @wacojenni @TommyArikan @devine1jojo @pureheartnsoul @DavidLenartowi1 @krstnb80 @xdianalandx @SillE_llis @safferguru @alfasyawiranda @Sakalichi @DogeAccept @Elizabe21126498 @benjsequations @RENATUSInc5000 @JupitorAscendi1 @MedicineManWalk @cultureAwear @Eminem @elonmusk @occupymars42069 @SnoopDogg @jamielsimon @TeslaAiBotgirl @ING @Fact My minimum is 5. 🤭🔥,532
1.57487e+18,1.57135e+18,Project137x,2022-09-27T20:59:08.000Z,@AlbertEinstein @Cmdr_Hadfield #whatever @elonmusk #newsisajoke @cnnbrk https://t.co/uKJpiGi8FJ https://t.co/x2oHWgTJzI,0
1.57487e+18,1.53056e+18,musicphantom69,2022-09-27T20:59:08.000Z,@TommyArikan @DraganaMusk @CCuntamed @PryZmRuleZZ @Raychii00420 @lionelclone @1st_Akkadian @tearsintherain1 @forge_work @wacojenni @devine1jojo @pureheartnsoul @DavidLenartowi1 @krstnb80 @xdianalandx @SillE_llis @safferguru @alfasyawiranda @Sakalichi @DogeAccept @Elizabe21126498 @benjsequations @RENATUSInc5000 @JupitorAscendi1 @MedicineManWalk @cultureAwear @Eminem @elonmusk @occupymars42069 @SnoopDogg @jamielsimon @TeslaAiBotgirl @ING @Fact 🤣 https://t.co/IgdGVuokVF,859
1.57487e+18,63604184.0,carmed10,2022-09-27T20:59:03.000Z,@elonmusk Urgenteee 🚨 NEED A SUPERCHARGER IN CONCHA 🐚 DEL@ORO ZACATECAS @zacatecas #supercharger,97
1.57487e+18,1.5535e+18,GwenethMcgarve4,2022-09-27T20:59:01.000Z,@HistoryInPics @elonmusk Unique journey to skyrocket your earnings:\n✅ Free to play\n✅ Use fiat to buy /rent NFT for traditional players\n✅ Lend or Rent NFT rods to earn \n\n#IDO #Gamefi #NFT #F2P #AMETA \n\nhttps://t.co/rCQPhewEhj\n#5788,0
1.57487e+18,1.51277e+18,xiahaoGrace,2022-09-27T20:58:57.000Z,"@elonmusk Wonderful meme, I know this meme.",4
1.57487e+18,1.57449e+18,iwasherefornft,2022-09-27T20:58:44.000Z,@elonmusk Hey! It's time to create a new hype around nfts! Join @AlienZ_MGU and our discord: https://t.co/nSoeXENwky https://t.co/v46hdq6eXN,5
1.57487e+18,1.5383e+18,Manny_Glasgow,2022-09-27T20:58:40.000Z,@Kristennetten @elonmusk @icecube https://t.co/4dRvS1dmKW,74
1.57487e+18,1735049486.0,SamuCouttoG26,2022-09-27T20:58:34.000Z,@elonmusk Space program https://t.co/qDsaipbfrs,2070
1.57487e+18,7.08377e+17,ElenaBusoiu,2022-09-27T20:58:33.000Z,"@elonmusk Fantastic, magic, fascinating crew and you. 🚀🚀🚀❤️💙🌹 Love you 🚀🚀🚀❤️💙🌹🌹🌹 https://t.co/Ht6IxBTGfm",843
1.57487e+18,1.57449e+18,iwasherefornft,2022-09-27T20:58:27.000Z,@elonmusk https://t.co/TCXL2Q2sMI,5
1.57487e+18,992084041.0,jackarru,2022-09-27T20:58:24.000Z,@elonmusk LMAO,36
1.57487e+18,15493818.0,EFM008,2022-09-27T20:58:22.000Z,"@anthonypesec @washington_21 @elonmusk @chamath Did Chamath pray on the poor? He was a Sri Lankan refugee. A kid born to extreme poverty and went to Canada and subsisted on welfare and scraped his way to a useful education. His funds have returned 33% to investors so most people did well, some not. That’s investing.",8088
1.57487e+18,496949253.0,tearsintherain1,2022-09-27T20:58:21.000Z,@SpadersNFTs @YeshuaisSavior @JoleneBlahahaha @lionelclone @CCuntamed @DraganaMusk @DogeAccept @bugaloo_2 @xdianalandx @musicphantom69 @TheDogeSon1 @devine1jojo @forge_work @Muhamma39693128 @PiaPanda96 @TeslaJesus69420 @orbulon_v7 @Twitter @DrawThisTweet @YourHomeMars @dogecoin @Tesla @SpaceX @elonmusk @kimbal @neuralink @boringcompany @MaximoBanksy Glad you had a good version x I am still processing what I saw 👀 but outcome did improve once I skipped the barrier.,2903
1.57487e+18,24103704.0,dluque,2022-09-27T20:58:06.000Z,"Seriously, @elonmusk?\n\nhttps://t.co/OPRHMkZIBc",1141
1.57487e+18,1.20132e+18,JESUSRO66664849,2022-09-27T20:58:06.000Z,What do think about this did me and my friend do good? @elonmusk @NASASpaceflight https://t.co/IrfILnmwuv,23
1.57487e+18,419062950.0,coreywrites,2022-09-27T20:58:03.000Z,"Web searches are not news reporting. Journalists witness news firsthand, interview primary sources &amp; request/review public records to write their stories. Come spend a couple days with a local newspaper like @TheWilsonTimes, @elonmusk. We’ll be glad to show you how it’s done! https://t.co/2eeSxCDes4",1517
1.57487e+18,217554432.0,flmargarita,2022-09-27T20:58:01.000Z,"@elonmusk Da pesar que el periódico impreso este desapareciendo ,recuerdo revisarlos adicionalmente pero loa domingos leía hasta los obituario,cuantos recuerdos bonitos de esa época de mi vida en mi país Vzla.",3532
1.57487e+18,1.51358e+18,kirsty_iso,2022-09-27T20:58:00.000Z,@elonmusk Did it actually work ?,23
1.57487e+18,1.48642e+18,TSLASage8,2022-09-27T20:57:57.000Z,@cb_doge @elonmusk 🧎‍♀️ *humbled* 🙏\n💗💕💗🖤🤍💗💗 🕳 💗\n*grateful*honored*💗💗💗,47
1.57487e+18,1.32265e+18,GIFsOnly4,2022-09-27T20:57:54.000Z,@AP I'm the 5th reply to this tweet. 2 of the other replies are bots. @elonmusk is correct.,30
1.57487e+18,1.5192e+18,SaveLibertyUS,2022-09-27T20:57:53.000Z,@RenataKonkoly @elonmusk Thank you!,239
1.57487e+18,1.17331e+18,rudecryptic,2022-09-27T20:57:52.000Z,@elonmusk buy $lunc &amp; $ustc punk,150
1.57487e+18,7.8675e+17,ragufromdc,2022-09-27T20:57:50.000Z,@MorePerfectUS fk this video! Facts can be found all over the internet many straight from @elonmusk mouth.,272
1.57487e+18,63604184.0,carmed10,2022-09-27T20:57:39.000Z,@elonmusk NEED A SUPERCHARGER IN CONCHA 🐚 🐚 🐚 DEL@ORO ZACATECAS @zacatecas #supercharger,97
1.57487e+18,1.54882e+18,RolledAD6,2022-09-27T20:57:37.000Z,@elonmusk https://t.co/bEf2dROsqz,3
1.57487e+18,1038084229.0,JamieMcullough,2022-09-27T20:57:37.000Z,"@jchybow @RealDanODowd @elonmusk Hello? I'm a data scientist. My wife is a data scientist. You can't take one small dataset of 140,000 elite drivers out of 300M vehicles and say ""It's the safest feature ever."" Do you even know what your comparing when you make comments like this?",173
1.57487e+18,2507103959.0,Adel_Isbaita,2022-09-27T20:57:36.000Z,@elonmusk 🤣🤣🤣🤣🤣🤣,1800
1.57487e+18,1.34473e+18,jxeral,2022-09-27T20:57:34.000Z,@chicago_glenn @elonmusk What is the meaning?\nI didn't follow that one...,71
1.57487e+18,7.30799e+17,wesker_,2022-09-27T20:57:32.000Z,@elonmusk @rnatin kkkkk,261
1.57487e+18,207695602.0,richlude,2022-09-27T20:57:27.000Z,@therealpremier1 @DanielRegha @elonmusk Werey🤣🤣🤣🤣🤣🤣🤣,1104
1.57487e+18,3047870760.0,S3XYDOG3VAD3R,2022-09-27T20:57:25.000Z,@musicphantom69 @TeslaDarth @elonmusk @dogecoin @MyDogeTip My pleasure @musicphantom69 ! I always love crossing paths with you! You're so creative and I like the way your mind works with music! Mine does that too! 🐾💖🐕🚀🌙 #dogefam https://t.co/NF9nbT1Ei1,2267
1.57487e+18,1.5192e+18,SaveLibertyUS,2022-09-27T20:57:24.000Z,@RenataKonkoly @elonmusk Great info!  I’d wondered which ones are which.,239
1.57487e+18,321242901.0,_AmbitiousAna_,2022-09-27T20:57:24.000Z,@elonmusk so you just flew through south Jersey without saying hello? CORNYYYYY,2051
1.57487e+18,67541546.0,JamesKaen,2022-09-27T20:57:21.000Z,"@elonmusk @Tesmanian_com Also, would love to see if these morons are shorting @Tesla stock 🧐",80
1.57487e+18,63604184.0,carmed10,2022-09-27T20:57:20.000Z,@elonmusk NEED A SUPERCHARGER IN CONCHA 🐚 DEL@ORO ZACATECAS @zacatecas #supercharger,97
1.57487e+18,1148826097.0,chaidingari,2022-09-27T20:57:17.000Z,"Congrats to @elonmusk who topped the Forbes 400 list today with a record-breaking $251 billion.\n\nThat's a 12,500% increase in his net worth from his first appearance on the list 10 years ago. \n\nWe made a video tracking just how he lied and schemed his way to the top. https://t.co/inVGCcYoVC",2604
1.57487e+18,1.49073e+18,endgamezero,2022-09-27T20:57:17.000Z,"@Hicksyfern @DrAseemMalhotra @DoctorTro @BrianLenzkes @AlexBerenson @DrJBhattacharya @zoeharcombe @FatEmperor @jordanbpeterson @rustyrockets @joerogan @elonmusk 🤡tommy might wanna understand: this paper will b torn apart by da vaccinators trying to dismantle it; Dr. Malhotra has an illustrious career/reputation so he's not gonna flame it by pubn things easily dismembered. \nfact, rn almost impossible 2 run trials that might show negs.",540
1.57487e+18,4822539333.0,561_6350,2022-09-27T20:56:54.000Z,"@elonmusk Please... You're the Poster Boy for ""Greed"" ...Thank God you flipped your 6 Mansions some say... Another Mar a Lago wannabe... Mooching off the Taxpayers...God help us 🙏🇱🇷🥺🎤 https://t.co/MKugk92ILj",561
1.57487e+18,1.11062e+18,JeromeSasetu,2022-09-27T20:56:52.000Z,@Assure_pro @GambitProtocol Don't miss this guy's\n\n@Joshua05089609 \n@Mambrickz \n@elonmusk,137
1.57487e+18,77045217.0,toplagal,2022-09-27T20:56:42.000Z,@flamesofdissent @elonmusk But sometimes I love to read the hard cover books because it saves my eyes from the radiation of my tablet or phone. Sometimes after all day using the computer my eyes get tired.,2184
1.57487e+18,9.83824e+17,SeanM42411766,2022-09-27T20:56:34.000Z,"@TeslaSynopsis @JoeTegtmeyer @wanda_hudson @teslascope @DerekZ47 @nicka727 @elonmusk @johnkrausphotos No problem, MCU will have to be upgraded to MCU2 (customer pays but get faster processor and netflix/YouTube etc) and FSD 3 computer and camera upgrade which tesla upgrades if u buy FSD. Also bonus most of these till late 2017 have free lifetime supercharging.",1565
1.57487e+18,1.46521e+18,BlackStyllion,2022-09-27T20:56:18.000Z,@TeslaSynopsis @WholeMarsBlog @Teslaconomics @imPenny2x @Scobleizer This is how @ElonMusk dealing with @UAW,55
1.57487e+18,1559374026.0,KMJKL32,2022-09-27T20:56:15.000Z,@MeganFoxWriter @TwitterSupport @Twitter @cbouzy @RekietaLaw @elonmusk see this nonsense! Add this to the list on why you should not buy Twitter,7
1.57487e+18,23389610.0,mcjamez,2022-09-27T20:56:15.000Z,@HiramViera1 @elonmusk @paraga @jack @KoguanLeo Please go away.,2293
1.57487e+18,7.3637e+17,TBlighe,2022-09-27T20:56:14.000Z,@RationalEtienne @elonmusk @wanda_hudson @WR4NYGov @TeslaBoomerMama @LaurenRow5 @EvaFoxU @EliBurton_ @wyldeAF @arctechinc Recognition of that takes you a long way towards truth.\n\nMetacognition (thinking about thinking) is not something most people do.,105
1.57487e+18,1.53936e+18,HattulaJoy,2022-09-27T20:56:12.000Z,@AllThingsTSLA @elonmusk @teslaownersSV @EvaFoxU @DimaZeniuk @chicago_glenn @Tesla @TeslaMotorsCZ @29deIaysIater @DirtyTesLa Very pretty! I love it!,19
1.57487e+18,1.2214e+18,MarvelousOdufu,2022-09-27T20:56:09.000Z,Do you get ideas and look up to Google play and figure someone is already working on that problem. \nI'm proud of all the people who is trying to solve real life problems with available tools and technology. You people make earth revolve. e.g @elonmusk 🙌👏,82
1.57487e+18,1.42785e+18,NeocleousSharon,2022-09-27T20:56:06.000Z,"@elonmusk News papers are like dinosaurs, living on borrowed time! https://t.co/hI5s32WstB",75
1.57487e+18,1.16066e+18,JustinChilcott,2022-09-27T20:56:02.000Z,@elonmusk 😆,385
1.57487e+18,1.45167e+18,amaole_anthony,2022-09-27T20:55:58.000Z,@AshtonNFTs @BoredApeYC @doodles @Coinbase_NFT @ethereum @elonmusk @cryptopunksnfts @moonbirds @OthersideMeta @DeGodsNFT @goblintown Creepy awesome,237
1.57487e+18,1.53946e+18,Aragorn92022458,2022-09-27T20:55:53.000Z,"@RoannyLL @CastroEspinM @Vicente73977721 @ElNecio_Cuba Nosotros se lo dimos cayendo, por ejemplo, en el #CodigoFarsa 🤦🏻\n#CubaFailedState \n#SocialismoEsMiseria\n@alexotaola \n#ComunismoEsMuerte\n@MGVivero \n#CubaEstadoFallido\n#StarlinkCuba\n@elonmusk \n#LibertadParaLosPresosPoliticos \n#CubaPaLaCalle \n@JoeBiden",107
1.57487e+18,1.54505e+18,Kelsiecfm86,2022-09-27T20:55:50.000Z,@cb_doge @elonmusk 🙃,2
1.57487e+18,8.2605e+17,DavidNseyo,2022-09-27T20:55:45.000Z,@elonmusk What the f**k?,13
1.57487e+18,1.49188e+18,KissMyCarol,2022-09-27T20:55:38.000Z,Now and then I walk into a treasure trove. The autograph collection in this home is breathtaking. Here’s one… \n@TinfoilTricorn \n@elonmusk https://t.co/T1ChFFo2qa,6395
1.57487e+18,337266919.0,Alyson6617,2022-09-27T20:55:35.000Z,@elonmusk 😂😂😂  that's  one those random things Saxon thought of.,141
1.57487e+18,3410599993.0,Afairgo_today,2022-09-27T20:55:30.000Z,@elonmusk Does Saxon also know the rich and corrupt elite who make the news.,180
1.57487e+18,1.53056e+18,musicphantom69,2022-09-27T20:55:28.000Z,@TommyArikan @CCuntamed @DraganaMusk @PryZmRuleZZ @Raychii00420 @lionelclone @1st_Akkadian @tearsintherain1 @forge_work @wacojenni @devine1jojo @pureheartnsoul @DavidLenartowi1 @krstnb80 @xdianalandx @SillE_llis @safferguru @alfasyawiranda @Sakalichi @DogeAccept @Elizabe21126498 @benjsequations @RENATUSInc5000 @JupitorAscendi1 @MedicineManWalk @cultureAwear @Eminem @elonmusk @occupymars42069 @SnoopDogg @jamielsimon @TeslaAiBotgirl @ING @Fact Is he the Master of Disaster\nor the Slave Master⁉️🤔\n🤭🤫😜 https://t.co/oeHoQQWiqm,859
1.57487e+18,1.39513e+18,frenszie,2022-09-27T20:55:27.000Z,@RenataKonkoly @69dogecoin @elonmusk Internet relay chat was similar to Twitch chat where you would read people’s comments and look for certain response colors to see who you were talking to. There would be several conversations happening at once like Twitch chat.,163
1.57487e+18,1.53305e+18,TimMurr98158609,2022-09-27T20:55:23.000Z,@TalbertSwan @Adelena_chase If @SenWarren is pocahontas 🙄\nThen yah @elonmusk is African American,61
1.57487e+18,7.09587e+17,TheSafaAB,2022-09-27T20:55:18.000Z,@elonmusk NASA: keep my earth's name out of your fcking galactic way,45
1.57487e+18,535721675.0,spiralautumn,2022-09-27T20:55:18.000Z,@smallgrntree @chicago_glenn @elonmusk we should all be so confident 🤷‍♀️,146
1.57487e+18,21849717.0,sjaay,2022-09-27T20:55:11.000Z,@elonmusk we all know this is false because you'd never talk to your son.,151
1.57487e+18,207695602.0,richlude,2022-09-27T20:55:09.000Z,@ti_mi_jay @usman__haruna @DanielRegha @elonmusk 😁😁,1104
1.57487e+18,1.35586e+18,jtesla47,2022-09-27T20:55:01.000Z,@TeslaSynopsis @WR4NYGov @RationalEtienne @wanda_hudson @drew95ca @j_grieshaber @giga_bull @elonmusk Same here lol #2 is a killer,366
1.57487e+18,1.51277e+18,xiahaoGrace,2022-09-27T20:54:59.000Z,"@elonmusk Reading newspapers is often a sense of ritual. In the morning, coffee, and newspapers, the news has not improved significantly, and even TV stations are broadcasting online news.",4
1.57487e+18,372959979.0,RenataKonkoly,2022-09-27T20:54:55.000Z,"@SaveLibertyUS @elonmusk You're welcome! \n\nFrom left to right: Griffin, Kai, Damian, Saxon",8544
1.57487e+18,1.53701e+18,kashbacker,2022-09-27T20:54:50.000Z,@elonmusk @nytimes @washingtonpost @Telegraph \n\nDo you agree with Elons comment?? You just search the net and copy paste and print?,65
1.57487e+18,1.0853e+18,majorbolt22,2022-09-27T20:54:42.000Z,@DanielRegha @elonmusk You’ve got bigger problems daniel.,895
1.57487e+18,207695602.0,richlude,2022-09-27T20:54:39.000Z,@fresh_papi_j @DanielRegha @elonmusk Including his destiny?! Ahn ahn!! Be calming down now🤣🤣🤣🤣🤣,1104
1.57487e+18,22794833.0,weimrnr,2022-09-27T20:54:38.000Z,@The_Moccasin_ @b_gawk @FreeLion7 @marylene58 @walkawayAUS @lupash8 @pam_pen @BriteEyes8 @jackieNEohio @BluehandRising @PatPenn2 @anthonymentill4 @OCCRP @SenTedCruz @NCAGO @TuckerCarlson @seanhannity @JudicialWatch @INTERPOL_HQ @TXAG @AshleyMoodyFL @FreeSpeechAmer @Goodlife4739791 @WCWINC2 @ke11ybender @Scotus @elonmusk @GOP @NCGOP @foxnewspolitics @OANN @ABAesq @ACLJ @IngrahamAngle @RepMTG @RandPaul @Jim_Jordan @laurenboebert Good!,829
1.57487e+18,1.33647e+18,art_devlin,2022-09-27T20:54:36.000Z,"@elonmusk You and ""Saxon"" drive or ride in your car too much to understand that millions of public transportation commuters in NYC alone read the paper still. Same for Sunday papers. Or maybe you don't read or work?",274
1.57487e+18,1.01573e+18,mooroobee,2022-09-27T20:54:34.000Z,@StatsTeslaApp @elonmusk Yes and agreed,717
1.57487e+18,9.02083e+17,SpadersNFTs,2022-09-27T20:54:23.000Z,@tearsintherain1 @YeshuaisSavior @JoleneBlahahaha @lionelclone @CCuntamed @DraganaMusk @DogeAccept @bugaloo_2 @xdianalandx @musicphantom69 @TheDogeSon1 @devine1jojo @forge_work @Muhamma39693128 @PiaPanda96 @TeslaJesus69420 @orbulon_v7 @Twitter @DrawThisTweet @YourHomeMars @dogecoin @Tesla @SpaceX @elonmusk @kimbal @neuralink @boringcompany @MaximoBanksy I saw this in my #AI https://t.co/4MQFTFhDaO,142
1.57487e+18,1038084229.0,JamieMcullough,2022-09-27T20:54:20.000Z,@jchybow @RealDanODowd @elonmusk Oh. So they've taken the Donald Trump approach on you guys and demonized anyone who insulted the God. It's irrefutable though.,173
1.57487e+18,78495908.0,corey_aronson,2022-09-27T20:54:18.000Z,"@TonyNJ54 @Guylouis @elonmusk Always prepare but you’ll be surprised how good it is over time. It takes a lot of time getting used to, I think. It’s a very crazy thing where we have to trust the system in really high risk spots, but it’s really sick. Lol",1450
1.57487e+18,9.26782e+17,MoritaHiroyo,2022-09-27T20:54:15.000Z,@elonmusk He is 👏!!\n\(^o^)/,128
