id,author_id,author,timestamp,text,followers,sentiment_asent,sentiment_textblob,average_sentiment,weighted_sentiment
1.57487e+18,28882400.0,ChrisVolkernick,2022-09-27T21:12:55.000Z,@elonmusk @WholeMarsBlog Backwards compatibility ☠️,2457,0.0,0.0,0.0,0.0
1.57487e+18,8.99644e+17,RepliqLer,2022-09-27T21:12:45.000Z,@Spartal138 @Bscgemalerts @mogulofficial_ @elonmusk @cz_binance,44,0.0,0.0,0.0,0.0
1.57487e+18,1.24169e+18,envelope_art,2022-09-27T21:12:40.000Z,"@elonmusk Especially the evidence frozen embryo inspiringly defies the routine practice, the royal morphological transfer has never been attempted in modern nuclear instruments",25,0.27868520085657683,0.2333333333333333,0.2560092670949551,6.400231677373877
1.57487e+18,1.39827e+18,DomitrosH,2022-09-27T21:12:37.000Z,@RealDanODowd @WholeMarsBlog @elonmusk @Tesla https://t.co/9nHy7vuF8B,43,0.0,0.0,0.0,0.0
1.57487e+18,1.49689e+18,DanielSmockAOMO,2022-09-27T21:12:28.000Z,"@teslaownersSV @SpaceX @elonmusk Vala Afshar\n@ValaAfshar\n·\n22h\nWhen I think about 21st century examples of engineering excellence, this dual \n@SpaceX\n rocket landing comes to mind\nFrom \nJM Alvarez-Pallete",185,0.6248933269389457,0.0,0.31244666346947286,57.80263274185248
1.57487e+18,71995189.0,USMC_NASCARFire,2022-09-27T21:12:26.000Z,"@StatsTeslaApp @elonmusk Yes. What’s bad, is if I was rocking out when I got out. It stays the same volume, and can make you spill coffee everywhere in the morning.",998,-0.03510057981931461,-0.3499999999999999,-0.19255028990965728,-192.16518932983797
1.57487e+18,7.20651e+17,aseg_p,2022-09-27T21:12:26.000Z,@elonmusk Am wishing for that dear Fellow Innovator.,645,0.5423261445466404,0.0,0.2711630722733202,174.90018161629152
1.57487e+18,1.30893e+18,Th3NamelssGhoul,2022-09-27T21:12:24.000Z,@pandemoniosss @PsiclogoTuiter1 @escup1tajo_bebe @geocord @yonosoy_tota @elonmusk Uy no quería que se sepa 😸 https://t.co/FoF7ODP5LG,1861,0.2991556984264355,0.0,0.14957784921321776,278.36437738579826
1.57487e+18,610442557.0,Fgabrieltomas,2022-09-27T21:12:22.000Z,@safetyunplugged @WholeMarsBlog @RealDanODowd @elonmusk @Tesla Hi bot,88,0.0,0.0,0.0,0.0
1.57487e+18,1.34872e+18,TheKing1835,2022-09-27T21:12:20.000Z,@jenzfc @klwtts @Tesla @elonmusk Response is certainly skewed. Many people posting have a financial incentive to side with Tesla.,25,0.350553805541175,0.2380952380952381,0.29432452181820656,7.358113045455164
1.57487e+18,1.5743e+18,rezaaaa1381,2022-09-27T21:12:18.000Z,@elonmusk @elonmusk where is your starlink bro?\nWe dead here,0,-0.6485566468843293,-0.2,-0.42427832344216465,-0.0
1.57487e+18,1.40585e+18,matin_crypto1,2022-09-27T21:12:16.000Z,@elonmusk #Iran,262,0.0,0.0,0.0,0.0
1.57487e+18,1.53609e+18,_SpaceSeX,2022-09-27T21:12:15.000Z,Where is the love? @elonmusk \n\nhttps://t.co/1He5DeDLqZ,175,0.3184749714632132,0.5,0.40923748573160657,71.61656000303115
1.57487e+18,1.5192e+18,SaveLibertyUS,2022-09-27T21:12:14.000Z,@RenataKonkoly @elonmusk How about this photo?  I can only identify Damian because of his long hair. https://t.co/NipPs5vuMe,239,0.0,-0.025,-0.0125,-2.9875000000000003
1.57487e+18,1.53168e+18,RockstarNorth00,2022-09-27T21:12:11.000Z,@edboon123 @elonmusk @edboon123 @elonmusk @ParisJackson @LisaPresley,0,0.0,0.0,0.0,0.0
1.57487e+18,1.57467e+18,Unistarlink,2022-09-27T21:12:08.000Z,@AliDarKKinG2 @elonmusk https://t.co/C1pz6gkv66,0,0.0,0.0,0.0,0.0
1.57487e+18,1.44937e+18,carregadorlg3k,2022-09-27T21:12:06.000Z,Thanks @Binance @elonmusk  💪💪 https://t.co/TutndwKkSz,14,0.44043357076016854,0.2,0.32021678538008425,4.483034995321179
1.57487e+18,1.44136e+18,lKj0ZoDUHbKDkl7,2022-09-27T21:12:05.000Z,@elonmusk https://t.co/fyhUigUm7f,117,0.0,0.0,0.0,0.0
1.57487e+18,1.52754e+18,bongrat55,2022-09-27T21:12:01.000Z,"@JamesVictorino2 @compound248 @elonmusk I’m not sure I’d call it a day of reckoning, exactly. The trial + remedy will be embarrassing for him. He will need to sell another $10bn of $TSLA, which the lemmings will be happy to buy from him at high prices. True reckoning probably comes later.",250,0.07409343570415751,0.21833333333333335,0.14621338451874544,36.55334612968636
1.57487e+18,1.44136e+18,lKj0ZoDUHbKDkl7,2022-09-27T21:11:56.000Z,@elonmusk https://t.co/z3ChaBE46g,117,0.0,0.0,0.0,0.0
1.57487e+18,1.50666e+18,WTPArmy,2022-09-27T21:11:55.000Z,@SHoracita @elonmusk @DogelonMars WTP next GEM\n#BSC #altcoin #Crypto #ToTheMoon #ETH \n\nTop 10 https://t.co/ql1Q0jGuBt\n\nAirdrop \nhttps://t.co/acCkhYrLTi\n\nDo you really want to skip this ?\nhttps://t.co/HceH1n7G7G\n\nCheck us out\nhttps://t.co/IkKKwbMZ0O\n\npre sale 1 Oct \nhttps://t.co/QKTN3GRCE2,1056,0.030269634220839624,0.1,0.06513481711041981,68.78236686860332
1.57487e+18,8.63194e+17,ESFOTTFWEMfjGeR,2022-09-27T21:11:51.000Z,"@elonmusk 举报海外上市的脸书、新浪、腾讯、头条、抖音等限制大陆访民发声。至2022年9月28日,重庆法院抢劫我的房未赔偿。举报重庆党政首长不执行国法,搞地方独立王国,阴谋推翻中央政府,地方政策比国法大。要求重庆法院执行国法,结束春秋战国时代,统一、法令、货币、汉语言及社保养老、医保、住房全国联网统一等 https://t.co/FucxaNwqeY",156,0.0,0.0,0.0,0.0
1.57487e+18,3056099429.0,Murendizee,2022-09-27T21:11:46.000Z,I wanna buy ice cream for @elonmusk ♡,6467,0.0,0.0,0.0,0.0
1.57487e+18,1.44136e+18,lKj0ZoDUHbKDkl7,2022-09-27T21:11:45.000Z,@elonmusk https://t.co/WFzSovWvaG,117,0.0,0.0,0.0,0.0
1.57487e+18,1.47939e+18,LesAdam72482972,2022-09-27T21:11:44.000Z,@elonmusk https://t.co/SzOiBINpYt,473,0.0,0.0,0.0,0.0
1.57487e+18,1.44136e+18,lKj0ZoDUHbKDkl7,2022-09-27T21:11:40.000Z,@Tesla @elonmusk https://t.co/3gDOKxUGqO,117,0.0,0.0,0.0,0.0
